"","particpate","elaboration","prefood","pregas","prebank","preretail","preother","Rfreq","mile1","mile2","mile3","mile4","basemile"
"1964",0,0,0,0,2.5967731476,0,0,0,0,0,0,0,2.5967731476
"1970",1,32,3.8387088776,0.2258063555,2.9354820251,1.4677410126,0,0,0,9,0,0,8.4677382708
"1979",0,0,5.3064498901,0,0,0,0,0,2,3,1,0,5.3064498901
"1986",0,0,7.9032249451,0.451612711,20.6612854,0,0,0,4,0,0,0,29.0161230561
"1989",0,0,0.7903223038,0.6774191856,45.048370361,0.3387095928,0,0,2,149,2,0,46.8548214432
"1991",0,0,1.129032135,0.451612711,55.548370361,0,0,0,246,0,0,0,57.129015207
"1997",0,0,0.1129031777,0.6774191856,0,0,0,0,0,0,0,0,0.7903223633
"2001",0,0,0,0.5645160675,5.4193534851,0,0,0,18,3,0,26,5.9838695526
"2004",1,7,0,0.2258063555,11.40322113,6.2096748352,7.2258033752,0,0,28,32,0,25.0645056959
"2007",0,0,12.983863831,36.241912842,104.66125488,0.3387095928,16.370956421,0,20,28,16,491,170.5966975668
"2008",0,0,0,0.6774191856,0,0,0,0,0,0,1,1,0.6774191856
"2014",0,0,0,0,17.1612854,11.85483551,0.3387095928,0,64,247,2,66,29.3548305028
"2017",0,0,2.0322570801,2.145160675,5.9838676453,0,2.7096767426,0,27,14,3,2,12.870962143
"2028",1,18,19.758056641,4.1774177551,15.241928101,0,20.09677124,0,50,5,2,26,59.2741737371
"2051",1,24,0,2.4838695526,19.306442261,0,0.7903223038,0,0,182,2,2,22.5806341174
"2060",0,0,9.5967712402,12.64515686,99.241882324,0,0,0,556,5,26,5,121.4838104242
"2061",1,29,16.14515686,4.51612854,95.516113281,0,0,0,306,7,2,205,116.177398681
"2063",1,29,14.56451416,6.7741928101,105.33868408,0,3.9516124725,0,5,802,4,118,130.6290035226
"2066",1,12,0,0,7.4516105652,0,0,0,0,62,0,0,7.4516105652
"2097",1,22,15.467735291,8.8064498901,66.274169922,0,0,0,17,75,2,394,90.5483551031
"2105",0,0,1.01612854,0.9032254219,50.016113281,0.3387095928,0,0,1,0,36,8,52.2741768357
"2106",0,0,3.7258052826,12.0806427,50.580627441,7.2258033752,0,0,13,253,43,10,73.6128787988
"2109",1,23,0,0,1.01612854,0,0,0,0,6,8,0,1.01612854
"2110",1,18,8.1290283203,2.4838695526,38.387084961,0.451612711,0.2258063555,0,24,66,1,0,49.6774019004
"2111",0,0,32.854827881,0.3387095928,10.83870697,0.2258063555,2.5967731476,0,8,3,9,88,46.8548239469
"2121",0,0,0,0,36.580627441,0,0,0,0,34,0,5,36.580627441
"2127",0,0,0.7903223038,0,44.709655762,0.1129031777,0,0,2,1,3,141,45.6128812435
"2166",1,11,5.4193534851,2.4838695526,3.387096405,0.451612711,28,0,19,2,36,28,39.7419321537
"2167",0,0,34.887084961,16.59677124,31.61289978,0.9032254219,0.3387095928,0,539,45,169,146,84.3386909957
"2172",1,48,80.387084961,1.2419347763,0,0,0.9032254219,0,137,75,100,3,82.5322451592
"2185",0,0,32.290313721,0,33.870941162,0,0,0,44,16,0,19,66.161254883
"2188",0,0,0.7903223038,0,50.12902832,0,0,0,0,112,0,0,50.9193506238
"2194",0,0,2.145160675,0,15.01612854,0,0.7903223038,0,0,0,25,2,17.9516115188
"2197",1,1,24.725799561,4.9677391052,15.12902832,0,0,0,10,21,5,17,44.8225669862
"2204",1,52,4.9677391052,0,38.838684082,0,0,0,78,10,11,2,43.8064231872
"2214",0,0,2.0322570801,0,19.53225708,0,0,0,2,55,0,0,21.5645141601
"2215",0,0,40.758056641,0.6774191856,7.2258033752,0.1129031777,0.2258063555,0,0,0,3,31,48.999988735
"2222",0,0,0,0,95.854797363,0,21.225799561,0,35,0,0,470,117.080596924
"2234",1,29,0.3387095928,0.2258063555,3.2741928101,0,0,0,0,58,0,2,3.8387087584
"2246",1,33,3.7258052826,1.6935482025,96.645141602,0.3387095928,5.1935462952,0,3,21,14,7,107.5967509751
"2259",0,0,23.258056641,2.0322570801,33.306427002,1.4677410126,4.2903213501,0,18,16,10,153,64.3548030858
"2275",1,27,11.85483551,1.5806446075,0,0,2.25806427,0,7,22,0,28,15.6935443875
"2285",0,0,8.3548355103,9.3709640503,0.2258063555,3.2741928101,43.467712402,0,14,11,48,10,64.6935111282
"2318",0,0,0,0.2258063555,11.85483551,2.9354820251,0.451612711,0,97,0,0,0,15.4677366016
"2328",1,42,6.6612892151,0.2258063555,20.209671021,0.1129031777,0,0,0,3,61,9,27.2096697693
"2356",1,27,15.01612854,0.7903223038,18.741928101,0,2.4838695526,0,5,10,68,13,37.0322484974
"2359",0,0,43.241912842,1.6935482025,0,0.6774191856,0,0,0,0,0,0,45.6128802301
"2364",1,42,28.790313721,2.8225803375,53.741912842,4.2903213501,1.6935482025,0,10,35,8,79,91.3386764531
"2369",0,0,29.241928101,3.1612892151,44.59677124,0,0,0,69,47,44,15,76.9999885561
"2373",0,0,0,0.6774191856,35.451599121,0.1129031777,0.3387095928,0,0,0,0,268,36.5806310771
"2375",0,0,0.3387095928,1.129032135,81.06451416,1.9193544388,11.29032135,0,3,20,1,0,95.7419316766
"2382",0,0,7.3387069702,11.29032135,71.580627441,0,0,0,1,9,174,3,90.2096557612
"2392",0,0,0.7903223038,3.5,35,2.25806427,8.6935424805,0,140,1,2,4,50.2419290543
"2393",1,17,3.1612892151,1.6935482025,13.54838562,0,1.6935482025,0,43,2,18,6,20.0967712401
"2396",0,0,1.6935482025,0,0,0.2258063555,0,0,1,3,4,2,1.919354558
"2402",1,18,6.887096405,0,464.25805664,0,0,0,0,891,2,138,471.145153045
"2413",1,19,0,0,0,0,5.1935462952,0,0,0,1,0,5.1935462952
"2428",0,0,39.06451416,0,68.983825684,0,0,0,6,299,106,6,108.048339844
"2432",0,0,0,0,17.04838562,0,0,0,17,0,1,0,17.04838562
"2443",1,48,0.3387095928,2.25806427,0,0.3387095928,0.1129031777,0,0,1,3,3,3.0483866333
"2470",1,16,62.548370361,2.145160675,46.403198242,0,0,0,0,85,52,158,111.096729278
"2475",0,0,13.54838562,0,53.177398682,0,14.225799561,0,5,168,6,11,80.951583863
"2487",1,51,0,0,37.822570801,0,0,0,0,0,0,200,37.822570801
"2488",0,0,2.4838695526,23.822570801,13.54838562,0,0,0,118,26,4,7,39.8548259736
"2490",1,52,0.451612711,1.3548383713,19.758056641,0.9032254219,0,0,406,2,18,2,22.4677331452
"2505",0,0,0.1129031777,0,59.274169922,0,0,0,0,66,16,222,59.3870730997
"2508",1,20,2.5967731476,1.4677410126,0,0,0,0,2,0,2,3,4.0645141602
"2509",1,22,18.51612854,0,0,0,0,0,0,0,2,101,18.51612854
"2521",0,0,5.0806427002,1.2419347763,70.56451416,0,0,0,309,1,5,7,76.8870916365
"2523",0,0,1.2419347763,0,30.709671021,0,0,0,175,0,0,4,31.9516057973
"2525",0,0,2.3709659576,0.2258063555,11.62902832,0,1.6935482025,0,15,23,2,0,15.9193488356
"2528",0,0,5.0806427002,1.129032135,37.59677124,0,0,0,0,182,1,0,43.8064460752
"2529",0,0,0.1129031777,3.1612892151,39.403198242,0,9.8225784302,0,103,0,0,0,52.499969065
"2537",0,0,45.1612854,0,54.983856201,0,2.7096767426,0,0,4,1,20,102.8548183436
"2550",1,25,0.1129031777,0,59.274169922,0,0,0,234,0,0,0,59.3870730997
"2555",0,0,56.790313721,9.8225784302,85.12902832,0,4.51612854,0,96,10,1,157,156.2580490112
"2564",1,18,4.4032249451,0,0,0,47.419342041,0,5,0,0,37,51.8225669861
"2569",0,0,11.51612854,0,0,0,2.25806427,0,2,21,0,1,13.77419281
"2580",1,28,2.4838695526,0,0,0,0,0,43,0,0,0,2.4838695526
"2583",0,0,0,0,15.91934967,0,0.6774191856,0,8,0,0,48,16.5967688556
"2585",0,0,12.64515686,2.4838695526,26.19354248,0,2.4838695526,4,2,5,187,18,43.8064384452
"2586",0,0,0,15.241928101,109.62902832,0.451612711,0.2258063555,0,6,813,2,1,125.5483754875
"2594",1,24,10.83870697,0,14,4.8548355103,0,0,170,18,9,11,29.6935424803
"2604",0,0,0,0.451612711,0,0,0,0,0,0,0,0,0.451612711
"2613",0,0,2.8225803375,9.0322570801,42.225799561,30.59677124,0.5645160675,0,0,4,2,183,85.2419242861
"2616",0,0,1.2419347763,0,34.209655762,0,0.7903223038,0,0,0,0,127,36.2419128421
"2617",1,30,2.0322570801,0.1129031777,82.419311523,5.0806427002,1.4677410126,0,86,279,7,2,91.1128554936
"2630",0,0,221.51611328,0,30.709671021,2.9354820251,0,0,140,0,0,0,255.1612663261
"2631",1,43,4.9677391052,0,7.2258033752,0.1129031777,0,0,47,0,2,68,12.3064456581
"2633",0,0,18.854827881,0,55.435455322,0,0,0,439,39,122,9,74.290283203
"2637",0,0,9.25806427,0,0,0,4.2903213501,0,0,0,0,7,13.5483856201
"2640",1,10,0,1.01612854,73.5,0.3387095928,1.129032135,0,1636,3,214,0,75.9838702678
"2641",1,14,79.258056641,1.2419347763,0,0,6.6612892151,0,143,1,106,57,87.1612806324
"2646",0,0,3.1612892151,22.919342041,0,0,0,0,3,2,5,1,26.0806312561
"2656",0,0,8.5806427002,29.467727661,29.69354248,0,0.3387095928,0,12,0,4,7,68.080622434
"2658",0,0,0.7903223038,1.5806446075,22.919342041,0.2258063555,4.2903213501,0,2,5,20,14,29.8064366579
"2670",0,0,72.032226563,0.1129031777,29.806442261,18.290313721,0,0,37,232,0,137,120.2418857227
"2671",0,0,0,7.2258033752,2.5967731476,2.8225803375,0,0,8,60,2,6,12.6451568603
"2674",1,20,11.29032135,0,0,0.9032254219,0,0,1,16,0,0,12.1935467719
"2679",0,0,8.9193496704,1.3548383713,0.3387095928,0,0,0,6,6,47,25,10.6128976345
"2680",1,10,0,0,0.7903223038,0,0,1,0,0,0,3,0.7903223038
"2697",1,27,0.7903223038,0,40.080627441,0,0.3387095928,0,22,0,1,3,41.2096593376
"2699",0,0,12.30644989,11.29032135,14,0,0,0,2,0,3,75,37.59677124
"2717",1,13,73.161254883,0.9032254219,0.451612711,0,0.2258063555,0,0,3,7,1,74.7418993714
"2732",0,0,5.0806427002,0,26.758056641,0,4.4032249451,0,43,0,20,346,36.2419242863
"2749",0,0,3.5,1.3548383713,61.306427002,0,0,0,0,415,8,12,66.1612653733
"2765",0,0,0.3387095928,6.6612892151,0,0,0.2258063555,0,10,5,37,13,7.2258051634
"2775",0,0,0,4.51612854,148.01611328,0,111.3225708,0,0,590,1,7,263.85481262
"2796",1,21,60.06451416,0.451612711,0,0,7.3387069702,0,0,22,33,17,67.8548338412
"2805",0,0,13.09677124,8.2419281006,0,0,0,0,2,4,45,0,21.3386993406
"2807",0,0,0,7.9032249451,62.774169922,0.1129031777,0,0,5,4,67,3,70.7902980448
"2808",0,0,5.4193534851,0,80.838684082,0.2258063555,0,0,2,109,0,0,86.4838439226
"2815",0,0,15.241928101,0,79.822570801,4.629032135,0,0,9,2,285,26,99.693531037
"2855",1,49,9.7096710205,2.8225803375,0.451612711,1.2419347763,0.451612711,0,14,3,2,11,14.6774115563
"2876",1,26,0,0.9032254219,25.06451416,0,1.129032135,0,162,2,0,0,27.0967717169
"2880",0,0,1.129032135,10.61289978,15.80644989,0.1129031777,0,0,2,2,42,7,27.6612849827
"2893",0,0,0.2258063555,3.0483856201,0,0.5645160675,0,0,2,6,0,3,3.8387080431
"2912",1,25,0,2.0322570801,33.758056641,0,0,0,0,61,2,2,35.7903137211
"2913",0,0,6.3225784302,0,8.9193496704,0,0,0,0,0,0,14,15.2419281006
"2916",0,0,1.129032135,0,36.12902832,0,0,0,0,4,20,221,37.258060455
"2949",0,0,0.5645160675,14.56451416,35.790313721,0,0,0,17,18,28,148,50.9193439485
"2962",1,25,2.7096767426,0.7903223038,65.596740723,0.2258063555,0,0,8,56,15,2,69.3225461249
"2979",1,14,23.935470581,0.2258063555,15.91934967,0.1129031777,2.3709659576,0,41,16,3,5,42.5644957418
"2996",1,20,1.2419347763,0,41.322570801,0.451612711,0,0,0,250,0,0,43.0161182883
"3008",1,27,0.2258063555,0,0,0,0,0,0,0,0,7,0.2258063555
"3011",0,0,20.435470581,0,9.8225784302,1.01612854,1.3548383713,0,6,0,13,1,32.6290159225
"3020",1,21,13.43547821,0,28.11289978,0,0,0,7,60,19,2,41.54837799
"3024",0,0,0,0,14.45160675,0,0,0,0,0,0,0,14.45160675
"3025",0,0,16.370956421,17.1612854,43.241912842,0,10.38709259,0,25,2,42,380,87.161247253
"3033",0,0,0.2258063555,0,10.04838562,0,0,0,0,0,25,0,10.2741919755
"3034",1,20,4.1774177551,0,26.19354248,0,0.451612711,0,47,0,16,40,30.8225729461
"3038",0,0,17.838699341,0.6774191856,0,0,0.451612711,0,1,1,7,81,18.9677312376
"3047",0,0,6.0967712402,0.451612711,31.04838562,2.7096767426,0,0,112,27,1,3,40.3064463138
"3048",0,0,3.6129016876,9.3709640503,2.0322570801,0,0,0,4,8,5,10,15.016122818
"3050",1,21,21.56451416,0.9032254219,151.62902832,0,0,0,7,67,133,402,174.0967679019
"3069",1,1,0,0.1129031777,0.3387095928,0,0,0,1,0,0,0,0.4516127705
"3075",1,13,0.9032254219,4.8548355103,154.11279297,0,0,0,302,2,256,3,159.8708539022
"3077",1,7,49,0,151.74182129,28.11289978,14.11289978,0,203,2,220,1,242.96762085
"3088",1,19,34.09677124,2.0322570801,59.725799561,0,1.3548383713,0,16,5,36,166,97.2096662524
"3094",1,5,2.8225803375,0,39.62902832,0,0.1129031777,0,55,0,0,0,42.5645118352
"3099",0,0,0.7903223038,0,0,1.01612854,0,0,5,2,1,7,1.8064508438
"3121",0,0,16.709671021,2.25806427,68.419311523,5.1935462952,14.90322113,0,176,1,89,27,107.4838142392
"3130",0,0,0,0,7.9032249451,0,0,0,0,0,91,0,7.9032249451
"3135",1,19,2.0322570801,0,1.01612854,0,0,0,1,8,2,0,3.0483856201
"3149",0,0,0.9032254219,5.4193534851,62.548370361,0.1129031777,5.4193534851,0,0,67,2,94,74.4032059308
"3150",0,0,17.838699341,0.1129031777,19.870956421,0,0,0,1,0,12,7,37.8225589397
"3153",0,0,0,3.387096405,0,0,0,0,0,0,1,0,3.387096405
"3171",0,0,2.25806427,18.06451416,88.403198242,0,0,0,1,18,751,61,108.725776672
"3172",0,0,0.1129031777,0,0,0,0,0,0,3,0,0,0.1129031777
"3185",0,0,0,0,37.145141602,0,0,0,0,0,0,11,37.145141602
"3211",0,0,5.8709640503,0,108.612854,0.451612711,0.451612711,0,1,4,279,20,115.3870434723
"3212",0,0,0,0,23.258056641,0,0,0,0,0,0,0,23.258056641
"3225",1,21,18.403213501,0,53.177398682,0,0,0,77,1,63,1,71.580612183
"3227",0,0,0.1129031777,0.2258063555,51.822570801,0,0.2258063555,0,1,161,57,1,52.3870866897
"3230",1,51,0,0,109.40319824,0.1129031777,19.758056641,0,111,0,34,601,129.2741580587
"3231",0,0,2.8225803375,0.5645160675,25.62902832,0,0,0,3,59,0,12,29.016124725
"3232",1,4,8.1290283203,0.9032254219,20.54838562,0,68.419311523,0,0,82,67,2,97.9999508852
"3236",0,0,7.9032249451,1.3548383713,21.338699341,0,2.145160675,0,15,12,2,10,32.7419233324
"3237",0,0,1.6935482025,2.0322570801,0,0.1129031777,0,0,18,1,2,5,3.8387084603
"3242",0,0,13.54838562,0,42.903198242,0,9.8225784302,0,1,262,1,0,66.2741622922
"3253",1,20,19.983856201,0.9032254219,2.145160675,0,0,0,0,2,17,2,23.0322422979
"3267",1,14,0,0,2.0322570801,0,0,0,18,0,0,0,2.0322570801
"3280",1,1,0,0.451612711,47.306427002,0,0.2258063555,0,65,0,53,0,47.9838460685
"3289",0,0,1.9193544388,0.2258063555,14.79032135,0.3387095928,0,0,64,0,0,0,17.2741917371
"3293",1,24,0.5645160675,1.2419347763,22.467727661,0,1.9193544388,0,0,0,9,10,26.1935329436
"3298",1,24,0,7.9032249451,0,0,0,0,3,100,0,0,7.9032249451
"3310",1,16,28,1.129032135,89.758056641,0,2.0322570801,0,31,242,85,0,120.9193458561
"3314",1,30,15.80644989,1.5806446075,9.4838638306,0.2258063555,0.7903223038,0,20,51,117,17,27.8870869874
"3324",0,0,0,0,13.32257843,0,0,0,0,0,0,0,13.32257843
"3337",0,0,14.45160675,6.7741928101,11.06451416,1.3548383713,5.645160675,0,12,78,29,3,39.2903127664
"3344",1,23,26.870956421,1.5806446075,27.435470581,0,0,0,10,11,5,2,55.8870716095
"3351",1,50,0,0,5.645160675,0,0,0,0,0,0,5,5.645160675
"3354",1,22,0,0,29.5806427,0,0,0,0,107,6,0,29.5806427
"3368",1,20,3.0483856201,4.2903213501,37.370941162,0.9032254219,0,0,15,18,169,5,45.6128735541
"3370",1,45,1.5806446075,0.2258063555,10.725799561,0,0,0,0,2,1,24,12.532250524
"3382",1,16,0.3387095928,2.5967731476,51.935455322,1.6935482025,7.4516105652,0,3,185,0,0,64.0160968301
"3404",0,0,0.451612711,0.9032254219,42.451599121,10.61289978,3.8387088776,0,350,3,2,0,58.2580459115
"3427",0,0,6.7741928101,0,0.3387095928,0.9032254219,0,0,1,2,5,3,8.0161278248
"3440",0,0,0.1129031777,1.129032135,28,2.0322570801,0.451612711,0,32,32,4,268,31.7258051038
"3442",0,0,0,0.1129031777,0,0,0,0,0,0,0,0,0.1129031777
"3445",0,0,6.4354820251,0,16.14515686,0,0,0,9,0,3,1,22.5806388851
"3451",0,0,0,5.0806427002,21.903213501,0.6774191856,8.3548355103,0,109,2,17,4,36.0161108971
"3463",1,19,14.90322113,23.03225708,0,0,0.9032254219,0,10,14,15,5,38.8387036319
"3467",0,0,10.1612854,0,13.6612854,0,2.8225803375,1,5,5,16,47,26.6451511375
"3472",0,0,0,0,15.35483551,0,1.5806446075,0,4,14,3,72,16.9354801175
"3490",0,0,25.62902832,0,57.12902832,0,0,0,113,14,177,16,82.75805664
"3496",1,43,10.83870697,2.145160675,23.483856201,0,9.0322570801,0,430,3,10,2,45.4999809261
"3499",1,20,0,2.25806427,44.03225708,0,0.5645160675,6,41,136,1,0,46.8548374175
"3516",1,11,45.274169922,3.0483856201,139.09667969,1.129032135,5.5322570801,0,601,90,28,115,194.0805244472
"3521",1,41,0,0.6774191856,101.72576904,9.0322570801,1.129032135,0,3,15,66,0,112.5644774407
"3532",1,0,8.5806427002,0,78.806396484,0,0.2258063555,0,4,138,0,16,87.6128455397
"3539",1,2,2.3709659576,0,28.451599121,0,0,0,5,16,15,1,30.8225650786
"3542",0,0,7.6774177551,3.9516124725,30.709671021,0.1129031777,0,0,14,7,16,3,42.4516044263
"3550",1,36,0,0,14.56451416,1.4677410126,0,0,208,22,2,0,16.0322551726
"3552",1,26,4.8548355103,0,0,9.4838638306,7.2258033752,0,40,13,34,49,21.5645027161
"3557",1,44,0,0,80.5,0.6774191856,2.7096767426,0,7,34,7,68,83.8870959282
"3560",0,0,4.7419319153,2.4838695526,24.838699341,3.5,0,0,3,68,13,20,35.5645008089
"3570",1,28,12.19354248,0.9032254219,9.7096710205,0,0,0,4,46,5,1,22.8064389224
"3572",0,0,1.9193544388,18.403213501,229.53222656,0.9032254219,0,0,315,10,12,423,250.7580199217
"3577",1,52,0,0,105.7902832,0,6.887096405,0,51,30,21,240,112.677379605
"3585",0,0,0.451612711,0.5645160675,41.887084961,0.6774191856,0,0,1,44,1,5,43.5806329251
"3587",0,0,2.5967731476,6.887096405,15.35483551,0.1129031777,0,0,22,0,42,1,24.9516082403
"3602",0,0,0,0,43.016113281,0.1129031777,0,0,2,0,0,131,43.1290164587
"3610",0,0,0,0,50.806427002,0,0,0,0,0,100,0,50.806427002
"3617",0,0,0.1129031777,0,32.967712402,0,0,0,0,140,0,0,33.0806155797
"3634",1,8,14.67741394,0,1.01612854,0,0,0,1,0,0,3,15.69354248
"3641",1,19,20.774185181,0,121.1451416,0,0,0,6,15,0,299,141.919326781
"3645",1,38,0,8.4677352905,52.612884521,0,0,0,6,2,354,165,61.0806198115
"3662",0,0,115.612854,18.06451416,59.1612854,0,0,0,609,365,365,366,192.83865356
"3666",1,15,1.3548383713,2.3709659576,6.3225784302,0,0.2258063555,0,2,1,20,6,10.2741891146
"3672",0,0,7.5645141602,0.2258063555,43.580627441,0,11.29032135,0,226,3,2,34,62.6612693067
"3683",1,41,0.6774191856,1.129032135,0,5.1935462952,0,0,0,1,2,0,6.9999976158
"3702",0,0,1.6935482025,1.6935482025,9.5967712402,0,2.9354820251,0,0,1,13,5,15.9193496703
"3703",0,0,0,0,22.919342041,0,0,0,0,113,0,0,22.919342041
"3714",1,45,3.8387088776,5.4193534851,53.177398682,2.3709659576,0.2258063555,0,7,162,6,5,65.0322333578
"3720",1,47,35.790313721,12.19354248,40.645141602,2.4838695526,2.8225803375,0,21,128,82,64,93.9354476931
"3723",1,20,0,0.5645160675,0,0,0,0,9,0,1,4,0.5645160675
"3730",1,26,68.080627441,2.145160675,33.53225708,0,0,0,208,40,119,3,103.758045196
"3744",1,19,0,1.01612854,4.8548355103,0,0,0,0,2,2,4,5.8709640503
"3749",1,50,0,0,25.62902832,3.9516124725,0,0,16,0,4,114,29.5806407925
"3756",1,31,0.1129031777,0,0,0,0,0,0,0,0,0,0.1129031777
"3759",0,0,0.1129031777,0.451612711,0,0.1129031777,0,0,2,2,0,0,0.6774190664
"3794",0,0,5.0806427002,6.2096748352,133.33862305,0.1129031777,22.919342041,0,5,85,2,545,167.6611858041
"3829",1,50,3.6129016876,1.5806446075,19.0806427,0,3.6129016876,0,4,77,1,2,27.8870906827
"3830",1,26,8.8064498901,12.87096405,145.08056641,0.1129031777,10.95160675,0,344,26,30,29,177.8224902778
"3838",0,0,10.95160675,7.5645141602,61.983856201,1.6935482025,0,0,4,219,6,0,82.1935253137
"3847",0,0,0.451612711,0.451612711,36.12902832,0.5645160675,0,0,45,103,0,0,37.5967698095
"3852",0,0,115.38708496,0.1129031777,0,0.1129031777,0,0,139,95,79,55,115.6128913154
"3853",0,0,10.38709259,1.6935482025,16.935470581,0,1.2419347763,0,0,168,0,1,30.2580461498
"3861",0,0,0,0.2258063555,15.01612854,0,1.01612854,3,74,0,0,0,16.2580634355
"3865",0,0,0,9.25806427,77.790283203,0,0,0,0,0,0,0,87.048347473
"3870",1,22,84.112854004,5.75806427,138.53222656,0.3387095928,0,0,110,151,0,56,228.7418544268
"3878",1,11,4.8548355103,1.129032135,0,0,0.2258063555,0,6,5,7,2,6.2096740008
"3883",1,16,46.06451416,5.1935462952,7.9032249451,1.6935482025,1.129032135,0,16,16,71,28,61.9838657378
"3917",1,7,0,0,8.1290283203,0,0.2258063555,0,56,27,0,0,8.3548346758
"3925",1,10,5.5322570801,0.2258063555,0,0,0,0,53,102,30,5,5.7580634356
"3937",0,0,0.7903223038,5.3064498901,25.854827881,0.2258063555,6.4354820251,0,41,2,26,2,38.6128884555
"3950",0,0,2.145160675,0,8.2419281006,0,0,0,3,40,3,0,10.3870887756
"3962",1,46,2.5967731476,2.7096767426,6.0967712402,0.1129031777,0,1,4,9,1,28,11.5161243081
"3968",0,0,0.1129031777,0,0,0,0.2258063555,0,0,0,0,0,0.3387095332
"3971",1,15,0,1.2419347763,11.85483551,0,0.2258063555,0,36,3,30,0,13.3225766418
"3982",0,0,39.177398682,0.451612711,45.1612854,0,0,0,4,0,4,87,84.790296793
"3987",0,0,0.1129031777,0.2258063555,0,0,0,0,0,0,0,0,0.3387095332
"3989",0,0,0.3387095928,0,1.6935482025,1.5806446075,0,0,0,0,2,7,3.6129024028
"3992",1,24,0.2258063555,0,18.51612854,0,0,0,19,0,0,0,18.7419348955
"4000",0,0,70,0,49.225799561,0,4.9677391052,0,0,75,55,54,124.1935386662
"4011",1,28,0,0,58.370941162,0,0,0,0,5,0,138,58.370941162
"4014",0,0,1.6935482025,4.1774177551,62.209655762,0,0,0,0,3,0,5,68.0806217196
"4030",1,22,27.435470581,0.2258063555,89.532226563,1.3548383713,0,0,264,0,0,1,118.5483418708
"4031",0,0,0.3387095928,4.2903213501,23.14515686,0,5.75806427,0,2,2,296,0,33.5322520729
"4038",0,0,0,0,22.5806427,0,0,0,258,0,0,0,22.5806427
"4061",0,0,7,0,37.59677124,0,0,0,5,0,54,0,44.59677124
"4062",0,0,4.51612854,0,25.403213501,0.1129031777,0,0,2,57,0,0,30.0322452187
"4063",0,0,10.83870697,0.9032254219,4.1774177551,0.3387095928,16.935470581,0,7,7,0,1,33.1935303208
"4073",0,0,0,0,3.6129016876,0,0,0,0,0,2,0,3.6129016876
"4081",0,0,7.6774177551,0,19.983856201,1.129032135,0,0,1,0,65,58,28.7903060911
"4096",0,0,1.6935482025,1.6935482025,108.83868408,3.0483856201,0,0,6,1,67,3,115.2741661051
"4098",1,10,0.1129031777,0,1.3548383713,0.1129031777,0,0,1,15,8,103,1.5806447267
"4103",0,0,0,0,5.9838676453,0,0,0,61,0,0,0,5.9838676453
"4107",1,47,21.225799561,0.6774191856,25.403213501,0.1129031777,1.4677410126,0,48,53,21,9,48.8870764379
"4115",0,0,8.5806427002,1.9193544388,14,0,0,0,62,0,1,0,24.499997139
"4129",0,0,16.822570801,3.5,0,15.91934967,0.2258063555,0,2,5,2,52,36.4677268265
"4150",1,23,10.95160675,12.64515686,1.6935482025,10.38709259,0,0,4,3,3,199,35.6774044025
"4169",0,0,8.3548355103,0,29.5806427,1.8064508438,0.1129031777,0,6,75,5,5,39.8548322318
"4178",0,0,0,0.3387095928,100.37091064,0,2.8225803375,0,40,0,5,0,103.5322005703
"4184",1,30,0.5645160675,0,0,0.7903223038,0,0,0,0,0,2,1.3548383713
"4187",0,0,0.6774191856,0,77.338684082,0,0,0,322,2,0,0,78.0161032676
"4200",1,9,0.2258063555,0,2.5967731476,0,0,0,2,0,31,0,2.8225795031
"4206",0,0,2.4838695526,0,53.06451416,0,0,0,2,4,0,356,55.5483837126
"4221",0,0,4.1774177551,0,7.4516105652,0,0,0,4,0,0,40,11.6290283203
"4234",0,0,22.12902832,14.225799561,25.06451416,2.5967731476,12.983863831,0,15,12,161,6,76.9999790196
"4235",0,0,22.12902832,4.4032249451,10.5,0,6.7741928101,0,0,0,23,32,43.8064460752
"4246",1,26,75.983825684,0,0.451612711,0.1129031777,8.1290283203,0,0,5,30,0,84.677369893
"4247",1,13,4.51612854,0,60.62902832,0.3387095928,0.3387095928,0,20,3,0,304,65.8225760456
"4253",0,0,27.09677124,0,9.1451568604,0,0.2258063555,0,0,0,0,16,36.4677344559
"4254",0,0,17.274185181,0,61.080627441,0,12.53225708,0,2,5,0,120,90.887069702
"4277",1,29,0,0,10.725799561,0,0.3387095928,0,0,0,0,0,11.0645091538
"4295",0,0,1.129032135,0,3.9516124725,0,0,0,0,18,4,0,5.0806446075
"4297",1,16,0,0,8.8064498901,0,0.7903223038,0,3,15,2,0,9.5967721939
"4325",1,11,0,0.7903223038,10.1612854,0,1.2419347763,0,1,144,6,0,12.1935424801
"4329",0,0,3.7258052826,0,18.62902832,0,0,0,6,0,0,2,22.3548336026
