Pb,Circuit,n*R
0.01,24,15.294999999996962
0.02,24,16.62999999999734
0.03,24,17.5769999999985
0.04,24,18.351999999999446
0.05,24,19.030000000000275
0.060000000000000005,24,19.646000000001028
0.06999999999999999,24,20.219000000001728
0.08,24,20.76100000000239
0.09,24,21.281000000003026
0.09999999999999999,24,21.78300000000364
